transaction_id,flight_id,transaction_time,scheduled_departure_time,departure_delay_minutes,is_international,destination_region,traveler_type,income_segment,product_category,product_name,unit_price_usd,quantity,total_amount_usd
575,285,2025-09-12 06:32:00,2025-09-12 08:00:00,109,False,Domestic,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
864,428,2025-09-30 09:15:00,2025-09-30 11:00:00,15,True,Asia,Business,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
743,365,2025-09-07 15:55:00,2025-09-07 17:00:00,78,True,Domestic,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
241,123,2025-09-02 12:17:00,2025-09-02 14:00:00,86,False,Europe,Leisure,Ultra High,Fragrance,Omnia Crystalline,180,2,360
564,279,2025-09-17 17:24:00,2025-09-17 20:00:00,78,False,Asia,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
96,48,2025-09-13 15:10:00,2025-09-13 17:00:00,116,False,Asia,Luxury Shopper,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
900,444,2025-09-15 07:26:00,2025-09-15 09:00:00,88,True,Europe,Business,Ultra High,Fragrance,Omnia Crystalline,180,2,360
734,361,2025-09-13 16:21:00,2025-09-13 17:00:00,32,False,Asia,Leisure,Ultra High,Leather,Bulgari Tote,1800,1,1800
485,242,2025-09-06 15:25:00,2025-09-06 17:00:00,1,False,Asia,Leisure,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
407,207,2025-09-18 08:27:00,2025-09-18 11:00:00,9,False,Asia,Business,High,Jewelry,B.Zero1 Necklace,5200,1,5200
231,118,2025-09-26 16:53:00,2025-09-26 18:00:00,106,True,Asia,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
749,368,2025-09-11 08:22:00,2025-09-11 10:00:00,46,True,Asia,Leisure,High,Leather,Serpenti Forever Bag,2100,1,2100
655,323,2025-09-10 04:02:00,2025-09-10 07:00:00,63,True,Europe,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
171,85,2025-09-28 03:10:00,2025-09-28 06:00:00,30,True,Middle East,Business,High,Leather,Bulgari Tote,1800,1,1800
541,270,2025-09-03 17:04:00,2025-09-03 18:00:00,35,False,Asia,Leisure,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
36,17,2025-09-27 06:23:00,2025-09-27 08:00:00,113,True,Asia,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
525,262,2025-09-21 11:12:00,2025-09-21 13:00:00,59,True,Domestic,Business,High,Fragrance,Omnia Crystalline,180,2,360
160,80,2025-09-18 20:18:00,2025-09-18 22:00:00,30,True,Domestic,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
839,414,2025-09-20 13:29:00,2025-09-20 16:00:00,20,True,Domestic,Luxury Shopper,High,Leather,Bulgari Tote,1800,1,1800
699,342,2025-09-16 07:06:00,2025-09-16 08:00:00,59,True,Europe,Leisure,High,Watch,Octo Finissimo,12800,1,12800
243,124,2025-09-03 17:16:00,2025-09-03 18:00:00,99,True,Europe,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
86,43,2025-09-14 13:33:00,2025-09-14 16:00:00,4,False,Middle East,Business,High,Jewelry,Serpenti Ring,6800,1,6800
796,394,2025-09-23 13:20:00,2025-09-23 16:00:00,109,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
578,286,2025-09-08 10:33:00,2025-09-08 12:00:00,116,True,Middle East,Luxury Shopper,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
682,335,2025-09-29 04:19:00,2025-09-29 07:00:00,72,True,Asia,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,1,1800
557,277,2025-09-12 09:03:00,2025-09-12 11:00:00,84,False,Asia,Business,High,Watch,Octo Finissimo,12800,1,12800
574,284,2025-09-22 16:19:00,2025-09-22 18:00:00,40,True,Domestic,Business,Ultra High,Fragrance,Omnia Crystalline,180,1,180
953,476,2025-09-14 16:24:00,2025-09-14 18:00:00,18,True,Asia,Luxury Shopper,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
646,319,2025-09-01 11:19:00,2025-09-01 12:00:00,110,True,Middle East,Luxury Shopper,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
796,394,2025-09-23 13:20:00,2025-09-23 16:00:00,109,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
28,14,2025-09-29 08:58:00,2025-09-29 11:00:00,89,False,Asia,Business,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
620,305,2025-09-12 13:25:00,2025-09-12 14:00:00,2,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
556,276,2025-09-14 18:29:00,2025-09-14 20:00:00,55,True,Europe,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,2,3600
340,172,2025-09-26 09:10:00,2025-09-26 10:00:00,9,False,Asia,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,1,1800
798,395,2025-09-25 08:32:00,2025-09-25 11:00:00,42,True,Asia,Leisure,High,Leather,Serpenti Forever Bag,2100,2,4200
958,479,2025-09-21 14:16:00,2025-09-21 15:00:00,15,True,Domestic,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
331,168,2025-09-11 18:59:00,2025-09-11 20:00:00,114,True,Asia,Leisure,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
640,315,2025-09-08 10:14:00,2025-09-08 12:00:00,1,False,Asia,Luxury Shopper,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
506,252,2025-09-23 11:49:00,2025-09-23 14:00:00,7,True,Asia,Business,High,Fragrance,Le Gemme Tygar,260,1,260
348,177,2025-09-03 19:34:00,2025-09-03 21:00:00,7,True,Domestic,Luxury Shopper,Ultra High,Watch,Octo Finissimo,12800,1,12800
473,237,2025-09-15 06:26:00,2025-09-15 08:00:00,1,True,Europe,Leisure,High,Leather,Bulgari Tote,1800,2,3600
231,118,2025-09-26 16:53:00,2025-09-26 18:00:00,106,True,Asia,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
190,94,2025-09-26 08:14:00,2025-09-26 09:00:00,48,True,Europe,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
225,114,2025-09-07 18:18:00,2025-09-07 21:00:00,41,True,Domestic,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
385,196,2025-09-17 17:41:00,2025-09-17 19:00:00,35,True,Asia,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
377,193,2025-09-04 17:29:00,2025-09-04 19:00:00,102,True,Asia,Leisure,Ultra High,Watch,Octo Finissimo,12800,1,12800
283,143,2025-09-21 08:39:00,2025-09-21 10:00:00,51,True,Asia,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
958,479,2025-09-21 14:16:00,2025-09-21 15:00:00,15,True,Domestic,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
633,312,2025-09-25 18:07:00,2025-09-25 21:00:00,114,True,Domestic,Luxury Shopper,Ultra High,Watch,Octo Finissimo,12800,1,12800
628,310,2025-09-19 17:37:00,2025-09-19 19:00:00,104,True,Europe,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
973,486,2025-09-12 06:02:00,2025-09-12 07:00:00,1,True,Asia,Business,High,Watch,Octo Finissimo,12800,1,12800
745,366,2025-09-02 17:53:00,2025-09-02 20:00:00,49,True,Europe,Business,High,Fragrance,Le Gemme Tygar,260,1,260
259,132,2025-09-16 08:23:00,2025-09-16 09:00:00,106,False,Domestic,Leisure,High,Watch,Octo Finissimo,12800,1,12800
359,182,2025-09-14 04:14:00,2025-09-14 07:00:00,55,False,Domestic,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,1,260
710,347,2025-09-27 09:27:00,2025-09-27 11:00:00,71,False,Domestic,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
456,228,2025-09-07 21:09:00,2025-09-07 22:00:00,119,False,Asia,Luxury Shopper,High,Jewelry,Serpenti Ring,6800,1,6800
411,208,2025-09-25 16:37:00,2025-09-25 18:00:00,67,True,Domestic,Business,Ultra High,Watch,Serpenti Watch,14500,1,14500
649,320,2025-09-20 14:44:00,2025-09-20 17:00:00,102,True,Middle East,Business,High,Leather,Serpenti Forever Bag,2100,1,2100
318,162,2025-09-27 11:22:00,2025-09-27 14:00:00,77,False,Asia,Business,High,Leather,Bulgari Tote,1800,1,1800
677,333,2025-09-23 06:10:00,2025-09-23 08:00:00,46,False,Asia,Leisure,Ultra High,Leather,Bulgari Tote,1800,2,3600
225,114,2025-09-07 18:18:00,2025-09-07 21:00:00,41,True,Domestic,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
819,405,2025-09-09 15:06:00,2025-09-09 17:00:00,98,True,Asia,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
234,119,2025-09-11 17:05:00,2025-09-11 18:00:00,11,False,Europe,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
684,335,2025-09-29 04:17:00,2025-09-29 07:00:00,72,False,Asia,Leisure,High,Leather,Bulgari Tote,1800,2,3600
664,328,2025-09-09 04:18:00,2025-09-09 06:00:00,110,False,Europe,Luxury Shopper,High,Watch,Serpenti Watch,14500,1,14500
975,487,2025-09-22 18:12:00,2025-09-22 21:00:00,3,False,Asia,Leisure,High,Fragrance,Omnia Crystalline,180,1,180
827,408,2025-09-14 16:22:00,2025-09-14 17:00:00,45,False,Asia,Luxury Shopper,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
374,192,2025-09-11 15:40:00,2025-09-11 17:00:00,45,True,Asia,Leisure,Ultra High,Fragrance,Le Gemme Tygar,260,2,520
672,331,2025-09-11 19:35:00,2025-09-11 22:00:00,47,False,Europe,Luxury Shopper,High,Leather,Serpenti Forever Bag,2100,1,2100
608,300,2025-09-02 16:04:00,2025-09-02 17:00:00,98,False,Asia,Business,High,Leather,Serpenti Forever Bag,2100,1,2100
472,237,2025-09-15 06:21:00,2025-09-15 08:00:00,1,True,Middle East,Luxury Shopper,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
233,118,2025-09-26 16:57:00,2025-09-26 18:00:00,106,False,Middle East,Leisure,High,Leather,Serpenti Forever Bag,2100,1,2100
692,339,2025-09-02 15:17:00,2025-09-02 17:00:00,80,True,Europe,Leisure,High,Watch,Octo Finissimo,12800,1,12800
113,58,2025-09-01 16:12:00,2025-09-01 18:00:00,44,True,Europe,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,2,520
830,409,2025-09-18 09:01:00,2025-09-18 11:00:00,58,True,Domestic,Leisure,Ultra High,Fragrance,Omnia Crystalline,180,1,180
497,249,2025-09-26 03:41:00,2025-09-26 06:00:00,92,True,Asia,Business,High,Jewelry,Serpenti Ring,6800,1,6800
442,221,2025-09-09 17:13:00,2025-09-09 19:00:00,89,True,Europe,Business,High,Leather,Serpenti Forever Bag,2100,2,4200
564,279,2025-09-17 17:24:00,2025-09-17 20:00:00,78,False,Asia,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
268,135,2025-09-11 05:19:00,2025-09-11 06:00:00,110,False,Asia,Luxury Shopper,High,Watch,Serpenti Watch,14500,1,14500
510,253,2025-09-19 09:54:00,2025-09-19 12:00:00,38,True,Middle East,Business,Ultra High,Leather,Bulgari Tote,1800,2,3600
807,399,2025-09-24 08:55:00,2025-09-24 11:00:00,113,False,Asia,Business,Ultra High,Watch,Serpenti Watch,14500,1,14500
386,196,2025-09-17 16:27:00,2025-09-17 19:00:00,35,True,Middle East,Leisure,Ultra High,Watch,Octo Finissimo,12800,1,12800
387,197,2025-09-06 03:06:00,2025-09-06 06:00:00,8,True,Asia,Leisure,High,Watch,Serpenti Watch,14500,1,14500
113,58,2025-09-01 16:12:00,2025-09-01 18:00:00,44,True,Europe,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,2,520
613,302,2025-09-02 05:20:00,2025-09-02 07:00:00,91,True,Asia,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
625,308,2025-09-15 08:06:00,2025-09-15 09:00:00,114,False,Domestic,Leisure,High,Fragrance,Omnia Crystalline,180,2,360
952,475,2025-09-03 15:58:00,2025-09-03 18:00:00,45,False,Domestic,Leisure,High,Watch,Octo Finissimo,12800,1,12800
81,41,2025-09-01 07:07:00,2025-09-01 10:00:00,87,False,Middle East,Luxury Shopper,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
699,342,2025-09-16 07:06:00,2025-09-16 08:00:00,59,True,Europe,Leisure,High,Watch,Octo Finissimo,12800,1,12800
113,58,2025-09-01 16:12:00,2025-09-01 18:00:00,44,True,Europe,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,2,520
2,1,2025-09-01 09:03:00,2025-09-01 11:00:00,113,True,Asia,Leisure,High,Leather,Bulgari Tote,1800,1,1800
642,316,2025-09-17 15:13:00,2025-09-17 18:00:00,1,True,Asia,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
220,112,2025-09-04 04:51:00,2025-09-04 06:00:00,32,False,Asia,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
566,280,2025-09-27 09:26:00,2025-09-27 11:00:00,48,True,Asia,Luxury Shopper,High,Leather,Bulgari Tote,1800,1,1800
855,425,2025-09-18 09:09:00,2025-09-18 11:00:00,77,False,Europe,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
997,497,2025-09-30 13:30:00,2025-09-30 14:00:00,84,False,Asia,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
736,363,2025-09-11 04:13:00,2025-09-11 06:00:00,14,True,Asia,Leisure,High,Leather,Serpenti Forever Bag,2100,1,2100
225,114,2025-09-07 18:18:00,2025-09-07 21:00:00,41,True,Domestic,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
385,196,2025-09-17 17:41:00,2025-09-17 19:00:00,35,True,Asia,Leisure,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
403,205,2025-09-27 08:08:00,2025-09-27 11:00:00,33,True,Domestic,Luxury Shopper,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
638,315,2025-09-08 09:35:00,2025-09-08 12:00:00,1,False,Domestic,Leisure,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
130,64,2025-09-24 05:03:00,2025-09-24 08:00:00,96,True,Middle East,Leisure,High,Watch,Octo Finissimo,12800,1,12800
53,24,2025-09-29 14:29:00,2025-09-29 16:00:00,72,False,Domestic,Leisure,High,Watch,Octo Finissimo,12800,1,12800
684,335,2025-09-29 04:17:00,2025-09-29 07:00:00,72,False,Asia,Leisure,High,Leather,Bulgari Tote,1800,2,3600
730,360,2025-09-17 10:22:00,2025-09-17 12:00:00,115,True,Europe,Business,High,Leather,Serpenti Forever Bag,2100,2,4200
672,331,2025-09-11 19:35:00,2025-09-11 22:00:00,47,False,Europe,Luxury Shopper,High,Leather,Serpenti Forever Bag,2100,1,2100
710,347,2025-09-27 09:27:00,2025-09-27 11:00:00,71,False,Domestic,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
416,210,2025-09-16 15:44:00,2025-09-16 18:00:00,99,True,Domestic,Leisure,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
247,126,2025-09-06 06:29:00,2025-09-06 07:00:00,54,True,Europe,Business,High,Jewelry,B.Zero1 Necklace,5200,1,5200
836,412,2025-09-01 14:15:00,2025-09-01 15:00:00,4,True,Asia,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
439,220,2025-09-10 15:42:00,2025-09-10 17:00:00,69,False,Asia,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
203,100,2025-09-04 17:25:00,2025-09-04 20:00:00,79,False,Europe,Business,High,Leather,Bulgari Tote,1800,1,1800
184,91,2025-09-23 14:10:00,2025-09-23 16:00:00,0,True,Middle East,Leisure,Ultra High,Watch,Octo Finissimo,12800,1,12800
123,61,2025-09-10 14:08:00,2025-09-10 15:00:00,81,True,Europe,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
401,204,2025-09-22 11:56:00,2025-09-22 13:00:00,3,True,Middle East,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
767,377,2025-09-19 15:22:00,2025-09-19 18:00:00,32,True,Europe,Business,High,Fragrance,Le Gemme Tygar,260,2,520
294,149,2025-09-25 19:56:00,2025-09-25 22:00:00,27,True,Domestic,Business,High,Watch,Octo Finissimo,12800,1,12800
280,141,2025-09-11 15:05:00,2025-09-11 17:00:00,30,False,Asia,Business,High,Leather,Serpenti Forever Bag,2100,2,4200
837,412,2025-09-01 13:29:00,2025-09-01 15:00:00,4,True,Domestic,Luxury Shopper,High,Jewelry,B.Zero1 Necklace,5200,1,5200
884,438,2025-09-01 19:28:00,2025-09-01 22:00:00,37,True,Asia,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
610,300,2025-09-02 14:17:00,2025-09-02 17:00:00,98,True,Domestic,Luxury Shopper,High,Watch,Serpenti Watch,14500,1,14500
198,98,2025-09-27 12:44:00,2025-09-27 14:00:00,33,True,Domestic,Leisure,High,Watch,Octo Finissimo,12800,1,12800
982,491,2025-09-22 17:21:00,2025-09-22 19:00:00,76,True,Asia,Business,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
907,446,2025-09-20 16:35:00,2025-09-20 18:00:00,30,True,Domestic,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
511,254,2025-09-30 09:33:00,2025-09-30 12:00:00,90,False,Middle East,Leisure,High,Leather,Serpenti Forever Bag,2100,1,2100
752,369,2025-09-03 16:27:00,2025-09-03 17:00:00,72,True,Asia,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
144,70,2025-09-04 14:59:00,2025-09-04 16:00:00,19,False,Domestic,Business,High,Leather,Bulgari Tote,1800,2,3600
609,300,2025-09-02 15:33:00,2025-09-02 17:00:00,98,False,Europe,Business,High,Watch,Octo Finissimo,12800,1,12800
201,99,2025-09-12 17:58:00,2025-09-12 20:00:00,115,False,Domestic,Luxury Shopper,Ultra High,Fragrance,Le Gemme Tygar,260,1,260
124,62,2025-09-04 04:47:00,2025-09-04 07:00:00,19,True,Europe,Leisure,High,Watch,Octo Finissimo,12800,1,12800
187,92,2025-09-07 18:51:00,2025-09-07 21:00:00,117,True,Domestic,Business,Ultra High,Watch,Octo Finissimo,12800,1,12800
326,165,2025-09-12 15:34:00,2025-09-12 18:00:00,100,True,Asia,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,1,260
464,233,2025-09-08 19:28:00,2025-09-08 20:00:00,47,False,Asia,Business,High,Watch,Serpenti Watch,14500,1,14500
349,177,2025-09-03 18:52:00,2025-09-03 21:00:00,7,True,Middle East,Leisure,Ultra High,Leather,Bulgari Tote,1800,1,1800
771,379,2025-09-23 05:04:00,2025-09-23 07:00:00,99,True,Europe,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
660,326,2025-09-04 16:02:00,2025-09-04 18:00:00,16,True,Europe,Business,High,Watch,Octo Finissimo,12800,1,12800
764,375,2025-09-22 16:05:00,2025-09-22 17:00:00,14,True,Domestic,Luxury Shopper,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
955,478,2025-09-04 09:27:00,2025-09-04 12:00:00,47,False,Europe,Leisure,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
932,461,2025-09-21 19:54:00,2025-09-21 22:00:00,14,True,Domestic,Leisure,High,Watch,Octo Finissimo,12800,1,12800
403,205,2025-09-27 08:08:00,2025-09-27 11:00:00,33,True,Domestic,Luxury Shopper,Ultra High,Jewelry,Serpenti Ring,6800,1,6800
346,175,2025-09-17 17:25:00,2025-09-17 19:00:00,53,True,Asia,Leisure,High,Jewelry,B.Zero1 Necklace,5200,1,5200
963,481,2025-09-15 19:12:00,2025-09-15 20:00:00,68,True,Domestic,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
511,254,2025-09-30 09:33:00,2025-09-30 12:00:00,90,False,Middle East,Leisure,High,Leather,Serpenti Forever Bag,2100,1,2100
147,71,2025-09-04 15:09:00,2025-09-04 18:00:00,36,True,Middle East,Business,High,Watch,Serpenti Watch,14500,1,14500
148,71,2025-09-04 15:04:00,2025-09-04 18:00:00,36,True,Middle East,Leisure,Ultra High,Leather,Bulgari Tote,1800,1,1800
864,428,2025-09-30 09:15:00,2025-09-30 11:00:00,15,True,Asia,Business,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
711,347,2025-09-27 09:04:00,2025-09-27 11:00:00,71,True,Domestic,Business,High,Jewelry,B.Zero1 Necklace,5200,1,5200
820,405,2025-09-09 15:06:00,2025-09-09 17:00:00,98,True,Asia,Luxury Shopper,High,Leather,Bulgari Tote,1800,1,1800
489,244,2025-09-23 16:17:00,2025-09-23 19:00:00,56,True,Domestic,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
929,459,2025-09-10 14:26:00,2025-09-10 17:00:00,115,True,Europe,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
936,465,2025-09-25 14:17:00,2025-09-25 16:00:00,94,True,Asia,Business,Ultra High,Fragrance,Le Gemme Tygar,260,2,520
640,315,2025-09-08 10:14:00,2025-09-08 12:00:00,1,False,Asia,Luxury Shopper,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
551,274,2025-09-19 14:08:00,2025-09-19 17:00:00,117,True,Asia,Leisure,High,Watch,Serpenti Watch,14500,1,14500
338,170,2025-09-18 04:22:00,2025-09-18 07:00:00,79,True,Europe,Leisure,Ultra High,Fragrance,Omnia Crystalline,180,2,360
872,432,2025-09-25 19:13:00,2025-09-25 22:00:00,103,True,Europe,Business,High,Leather,Bulgari Tote,1800,1,1800
641,316,2025-09-17 16:06:00,2025-09-17 18:00:00,1,False,Asia,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
779,384,2025-09-03 08:34:00,2025-09-03 11:00:00,102,True,Europe,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
988,494,2025-09-02 04:38:00,2025-09-02 06:00:00,111,True,Middle East,Luxury Shopper,High,Leather,Bulgari Tote,1800,2,3600
953,476,2025-09-14 16:24:00,2025-09-14 18:00:00,18,True,Asia,Luxury Shopper,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
473,237,2025-09-15 06:26:00,2025-09-15 08:00:00,1,True,Europe,Leisure,High,Leather,Bulgari Tote,1800,2,3600
946,470,2025-09-28 13:24:00,2025-09-28 15:00:00,94,True,Middle East,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
151,74,2025-09-16 07:23:00,2025-09-16 10:00:00,79,True,Europe,Leisure,Ultra High,Fragrance,Omnia Crystalline,180,1,180
415,209,2025-09-20 06:04:00,2025-09-20 08:00:00,32,True,Europe,Leisure,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
990,494,2025-09-02 05:24:00,2025-09-02 06:00:00,111,False,Asia,Business,Ultra High,Fragrance,Omnia Crystalline,180,1,180
298,153,2025-09-18 12:05:00,2025-09-18 14:00:00,75,False,Asia,Leisure,Ultra High,Leather,Bulgari Tote,1800,1,1800
611,301,2025-09-30 09:47:00,2025-09-30 11:00:00,4,True,Domestic,Luxury Shopper,Ultra High,Leather,Bulgari Tote,1800,2,3600
263,134,2025-09-24 12:36:00,2025-09-24 15:00:00,40,True,Middle East,Luxury Shopper,High,Leather,Bulgari Tote,1800,2,3600
764,375,2025-09-22 16:05:00,2025-09-22 17:00:00,14,True,Domestic,Luxury Shopper,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
144,70,2025-09-04 14:59:00,2025-09-04 16:00:00,19,False,Domestic,Business,High,Leather,Bulgari Tote,1800,2,3600
346,175,2025-09-17 17:25:00,2025-09-17 19:00:00,53,True,Asia,Leisure,High,Jewelry,B.Zero1 Necklace,5200,1,5200
624,308,2025-09-15 07:44:00,2025-09-15 09:00:00,114,True,Middle East,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
572,284,2025-09-22 16:14:00,2025-09-22 18:00:00,40,False,Asia,Leisure,High,Fragrance,Omnia Crystalline,180,1,180
881,437,2025-09-06 07:14:00,2025-09-06 10:00:00,116,False,Middle East,Business,High,Jewelry,Divas’ Dream Earrings,7400,1,7400
2,1,2025-09-01 09:03:00,2025-09-01 11:00:00,113,True,Asia,Leisure,High,Leather,Bulgari Tote,1800,1,1800
897,443,2025-09-06 06:46:00,2025-09-06 09:00:00,70,True,Asia,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
304,155,2025-09-07 07:05:00,2025-09-07 09:00:00,113,False,Domestic,Luxury Shopper,High,Fragrance,Le Gemme Tygar,260,2,520
254,130,2025-09-11 09:54:00,2025-09-11 11:00:00,17,True,Domestic,Leisure,High,Leather,Serpenti Forever Bag,2100,2,4200
652,322,2025-09-05 17:26:00,2025-09-05 20:00:00,2,True,Europe,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
453,226,2025-09-04 19:57:00,2025-09-04 22:00:00,86,False,Middle East,Leisure,High,Watch,Octo Finissimo,12800,1,12800
37,18,2025-09-24 03:06:00,2025-09-24 06:00:00,112,True,Europe,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
160,80,2025-09-18 20:18:00,2025-09-18 22:00:00,30,True,Domestic,Leisure,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
9,5,2025-09-04 04:37:00,2025-09-04 06:00:00,5,True,Domestic,Leisure,High,Watch,Serpenti Watch,14500,1,14500
233,118,2025-09-26 16:57:00,2025-09-26 18:00:00,106,False,Middle East,Leisure,High,Leather,Serpenti Forever Bag,2100,1,2100
99,50,2025-09-27 10:55:00,2025-09-27 13:00:00,73,True,Domestic,Business,High,Fragrance,Omnia Crystalline,180,1,180
659,325,2025-09-29 18:56:00,2025-09-29 20:00:00,39,False,Europe,Luxury Shopper,High,Fragrance,Omnia Crystalline,180,1,180
816,403,2025-09-26 08:29:00,2025-09-26 09:00:00,113,True,Europe,Luxury Shopper,High,Watch,Octo Finissimo,12800,1,12800
208,104,2025-09-16 13:58:00,2025-09-16 15:00:00,101,False,Asia,Luxury Shopper,High,Jewelry,Serpenti Ring,6800,1,6800
131,64,2025-09-24 05:40:00,2025-09-24 08:00:00,96,False,Europe,Business,Ultra High,Fragrance,Omnia Crystalline,180,2,360
404,206,2025-09-21 13:56:00,2025-09-21 15:00:00,23,True,Asia,Leisure,High,Jewelry,Serpenti Ring,6800,1,6800
152,75,2025-09-27 11:09:00,2025-09-27 12:00:00,100,False,Middle East,Leisure,High,Fragrance,Le Gemme Tygar,260,1,260
54,25,2025-09-04 08:55:00,2025-09-04 11:00:00,58,True,Domestic,Leisure,High,Jewelry,B.Zero1 Necklace,5200,1,5200
120,60,2025-09-02 07:27:00,2025-09-02 09:00:00,94,False,Domestic,Luxury Shopper,Ultra High,Leather,Serpenti Forever Bag,2100,2,4200
673,332,2025-09-18 06:08:00,2025-09-18 07:00:00,111,True,Europe,Leisure,Ultra High,Leather,Serpenti Forever Bag,2100,1,2100
920,454,2025-09-11 14:54:00,2025-09-11 16:00:00,103,True,Domestic,Leisure,Ultra High,Watch,Serpenti Watch,14500,1,14500
628,310,2025-09-19 17:37:00,2025-09-19 19:00:00,104,True,Europe,Business,Ultra High,Jewelry,B.Zero1 Necklace,5200,1,5200
587,290,2025-09-28 15:28:00,2025-09-28 17:00:00,22,True,Domestic,Leisure,Ultra High,Jewelry,Divas’ Dream Earrings,7400,1,7400
625,308,2025-09-15 08:06:00,2025-09-15 09:00:00,114,False,Domestic,Leisure,High,Fragrance,Omnia Crystalline,180,2,360
